random2;rn-40000-40000-1-2-11;tl;0.138648;30;40000;60029;25234
random2;rn-40000-40000-1-2-11;otftl;0.164345;30;40000;60029;25234
random2;rn-40000-40000-1-2-11;otfatl-n;0.165870;31;40000;60029;25234
random2;rn-40000-40000-1-2-11;atl-n;0.198900;41;40000;60029;25234
random2;rn-40000-40000-1-2-11;atl;0.204944;41;40000;60029;25234
random2;rn-40000-40000-1-2-11;otfatl;0.175135;31;40000;60029;25234
random2;rn-40000-40000-1-2-11;otftl-n;0.159733;30;40000;60029;25234
random2;rn-700000-700000-1-2-10;tl-n;24.452911;239;700000;1049782;442517
random2;rn-700000-700000-1-2-10;tl;25.062416;239;700000;1049782;442517
random2;rn-700000-700000-1-2-10;otftl;22.716860;232;700000;1049782;442517
random2;rn-700000-700000-1-2-10;otfatl-n;22.977655;241;700000;1049782;442517
random2;rn-700000-700000-1-2-10;atl-n;25.603543;230;700000;1049782;442517
random2;rn-700000-700000-1-2-10;atl;26.361938;230;700000;1049782;442517
random2;rn-700000-700000-1-2-10;otfatl;23.175630;241;700000;1049782;442517
random2;rn-700000-700000-1-2-10;otftl-n;22.704348;232;700000;1049782;442517
modelchecking;SWPdatasize=4_windowsize=1_no_duplication_of_messages;tl-n;0.002982;0;6866;24674;2
modelchecking;SWPdatasize=4_windowsize=1_no_duplication_of_messages;tl;0.002744;0;6866;24674;2
modelchecking;SWPdatasize=4_windowsize=1_no_duplication_of_messages;otftl;0.002737;0;6866;24674;2
modelchecking;SWPdatasize=4_windowsize=1_no_duplication_of_messages;otfatl-n;0.002897;0;6866;24674;2
modelchecking;SWPdatasize=4_windowsize=1_no_duplication_of_messages;atl-n;0.002928;0;6866;24674;2
modelchecking;SWPdatasize=4_windowsize=1_no_duplication_of_messages;atl;0.002763;0;6866;24674;2
modelchecking;SWPdatasize=4_windowsize=1_no_duplication_of_messages;otfatl;0.002697;0;6866;24674;2
modelchecking;SWPdatasize=4_windowsize=1_no_duplication_of_messages;otftl-n;0.002838;0;6866;24674;2
random1;rn-2000-2000-1-2000-18;tl-n;0.045908;0;2000;2015057;1264
random1;rn-2000-2000-1-2000-18;otfatl-n;0.053402;0;2000;2015057;1264
random1;rn-2000-2000-1-2000-18;atl-n;0.053927;0;2000;2015057;1264
random1;rn-2000-2000-1-2000-18;otftl-n;0.045892;0;2000;2015057;1264
modelchecking;SWPdatasize=4_windowsize=3_invariantly_infinitely_many_reachable_taus;tl-n;10.196655;0;22288897;80830465;2
modelchecking;SWPdatasize=4_windowsize=3_invariantly_infinitely_many_reachable_taus;tl;10.980626;0;22288897;80830465;2
modelchecking;SWPdatasize=4_windowsize=3_invariantly_infinitely_many_reachable_taus;otftl;10.824558;0;22288897;80830465;2
modelchecking;SWPdatasize=4_windowsize=3_invariantly_infinitely_many_reachable_taus;otfatl-n;13.579817;0;22288897;80830465;2
modelchecking;SWPdatasize=4_windowsize=3_invariantly_infinitely_many_reachable_taus;atl-n;13.830548;0;22288897;80830465;2
modelchecking;SWPdatasize=4_windowsize=3_invariantly_infinitely_many_reachable_taus;atl;14.071068;0;22288897;80830465;2
modelchecking;SWPdatasize=4_windowsize=3_invariantly_infinitely_many_reachable_taus;otfatl;14.313302;0;22288897;80830465;2
modelchecking;SWPdatasize=4_windowsize=3_invariantly_infinitely_many_reachable_taus;otftl-n;10.093787;0;22288897;80830465;2
modelchecking;SWPdatasize=4_windowsize=3_read_then_eventually_send_if_fair;tl-n;11.517799;0;24565250;73675010;3
modelchecking;SWPdatasize=4_windowsize=3_read_then_eventually_send_if_fair;tl;9.193359;0;24565250;73675010;3
modelchecking;SWPdatasize=4_windowsize=3_read_then_eventually_send_if_fair;otftl;8.984829;0;24565250;73675010;3
modelchecking;SWPdatasize=4_windowsize=3_read_then_eventually_send_if_fair;otfatl-n;10.743074;0;24565250;73675010;3
modelchecking;SWPdatasize=4_windowsize=3_read_then_eventually_send_if_fair;atl-n;10.275775;0;24565250;73675010;3
modelchecking;SWPdatasize=4_windowsize=3_read_then_eventually_send_if_fair;atl;8.650446;0;24565250;73675010;3
modelchecking;SWPdatasize=4_windowsize=3_read_then_eventually_send_if_fair;otfatl;8.989583;0;24565250;73675010;3
modelchecking;SWPdatasize=4_windowsize=3_read_then_eventually_send_if_fair;otftl-n;11.495210;0;24565250;73675010;3
modelchecking;SWPdatasize=2_windowsize=1_read_then_eventually_send;tl-n;0.000592;0;1621;5005;2
modelchecking;SWPdatasize=2_windowsize=1_read_then_eventually_send;otfatl-n;0.000466;0;1621;5005;2
modelchecking;SWPdatasize=2_windowsize=1_read_then_eventually_send;atl-n;0.000458;0;1621;5005;2
modelchecking;SWPdatasize=2_windowsize=1_read_then_eventually_send;otftl-n;0.000657;0;1621;5005;2
equivchecking;Hesselink_(Specification)_Hesselink_(Implementation)_(datasize=2)eq=branching-bisim;tl-n;19.247605;0;33702306;76550466;2
equivchecking;Hesselink_(Specification)_Hesselink_(Implementation)_(datasize=2)eq=branching-bisim;otfatl-n;20.279258;0;33702306;76550466;2
equivchecking;Hesselink_(Specification)_Hesselink_(Implementation)_(datasize=2)eq=branching-bisim;atl-n;20.113209;0;33702306;76550466;2
equivchecking;Hesselink_(Specification)_Hesselink_(Implementation)_(datasize=2)eq=branching-bisim;otftl-n;19.520228;0;33702306;76550466;2
equivchecking;Buffer_Par_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim;tl-n;0.000039;0;7;10;2
equivchecking;Buffer_Par_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim;otfatl-n;0.000039;0;7;10;2
equivchecking;Buffer_Par_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim;atl-n;0.000040;0;7;10;2
equivchecking;Buffer_Par_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim;otftl-n;0.000038;0;7;10;2
random2;rn-10000-10000-1-2-7;tl-n;0.014582;18;10000;15038;6321
random2;rn-10000-10000-1-2-7;tl;0.014147;17;10000;15038;6321
random2;rn-10000-10000-1-2-7;otftl;0.014322;16;10000;15038;6321
random2;rn-10000-10000-1-2-7;otfatl-n;0.014540;17;10000;15038;6321
random2;rn-10000-10000-1-2-7;atl-n;0.014924;18;10000;15038;6321
random2;rn-10000-10000-1-2-7;atl;0.014414;17;10000;15038;6321
random2;rn-10000-10000-1-2-7;otfatl;0.014640;16;10000;15038;6321
random2;rn-10000-10000-1-2-7;otftl-n;0.014599;17;10000;15038;6321
random2;rn-20000-20000-1-2-2;tl-n;0.024777;13;20000;29985;12642
random2;rn-20000-20000-1-2-2;tl;0.031772;15;20000;29985;12642
random2;rn-20000-20000-1-2-2;otftl;0.030249;15;20000;29985;12642
random2;rn-20000-20000-1-2-2;otfatl-n;0.033393;17;20000;29985;12642
random2;rn-20000-20000-1-2-2;atl-n;0.033757;17;20000;29985;12642
random2;rn-20000-20000-1-2-2;atl;0.034670;17;20000;29985;12642
random2;rn-20000-20000-1-2-2;otfatl;0.032810;17;20000;29985;12642
